t,ECG 4
1970-01-01 00:00:00,1.0
1970-01-01 00:00:01,-0.30907483
1970-01-01 00:00:02,-0.24379342
1970-01-01 00:00:03,-0.17851201
1970-01-01 00:00:04,-0.11323061
1970-01-01 00:00:05,-0.13934317
1970-01-01 00:00:06,-0.1915683
1970-01-01 00:00:07,-0.23073714
1970-01-01 00:00:08,-0.1915683
1970-01-01 00:00:09,-0.17851201
1970-01-01 00:00:10,-0.21768086
1970-01-01 00:00:11,-0.25684971
1970-01-01 00:00:12,-0.21768086
1970-01-01 00:00:13,-0.12628689
1970-01-01 00:00:14,-0.087118041
1970-01-01 00:00:15,-0.11323061
1970-01-01 00:00:16,-0.087118041
1970-01-01 00:00:17,-0.12628689
1970-01-01 00:00:18,-0.11323061
1970-01-01 00:00:19,-0.13934317
1970-01-01 00:00:20,-0.16545573
1970-01-01 00:00:21,-0.20462458
1970-01-01 00:00:22,-0.1915683
1970-01-01 00:00:23,-0.20462458
1970-01-01 00:00:24,-0.17851201
1970-01-01 00:00:25,-0.16545573
1970-01-01 00:00:26,-0.17851201
1970-01-01 00:00:27,-0.15239945
1970-01-01 00:00:28,-0.074061759
1970-01-01 00:00:29,-0.061005477
1970-01-01 00:00:30,0.043444778
1970-01-01 00:00:31,0.043444778
1970-01-01 00:00:32,-0.0087803496
1970-01-01 00:00:33,-0.1915683
1970-01-01 00:00:34,-0.28296227
1970-01-01 00:00:35,-0.16545573
1970-01-01 00:00:36,-0.10017432
1970-01-01 00:00:37,-0.074061759
1970-01-01 00:00:38,-0.047949195
1970-01-01 00:00:39,0.05650106
1970-01-01 00:00:40,0.069557342
1970-01-01 00:00:41,0.13483875
1970-01-01 00:00:42,0.20012016
1970-01-01 00:00:43,0.23928901
1970-01-01 00:00:44,0.29151413
1970-01-01 00:00:45,0.38290811
1970-01-01 00:00:46,0.44818952
1970-01-01 00:00:47,0.52652721
1970-01-01 00:00:48,0.44818952
1970-01-01 00:00:49,0.30457042
1970-01-01 00:00:50,0.082613624
1970-01-01 00:00:51,0.0042759323
1970-01-01 00:00:52,0.030388496
1970-01-01 00:00:53,0.069557342
1970-01-01 00:00:54,0.05650106
1970-01-01 00:00:55,0.043444778
1970-01-01 00:00:56,0.030388496
1970-01-01 00:00:57,0.095669906
1970-01-01 00:00:58,0.10872619
1970-01-01 00:00:59,0.05650106
1970-01-01 00:01:00,0.043444778
1970-01-01 00:01:01,-0.061005477
1970-01-01 00:01:02,-0.25684971
1970-01-01 00:01:03,-0.40046881
1970-01-01 00:01:04,-0.41352509
1970-01-01 00:01:05,-0.41352509
1970-01-01 00:01:06,-0.37435624
1970-01-01 00:01:07,-0.36129996
1970-01-01 00:01:08,-0.30907483
1970-01-01 00:01:09,-0.25684971
1970-01-01 00:01:10,-0.23073714
1970-01-01 00:01:11,-0.21768086
1970-01-01 00:01:12,-0.20462458
1970-01-01 00:01:13,-0.20462458
1970-01-01 00:01:14,-0.29601855
1970-01-01 00:01:15,-0.37435624
1970-01-01 00:01:16,-0.30907483
1970-01-01 00:01:17,-0.21768086
1970-01-01 00:01:18,-0.26990599
1970-01-01 00:01:19,-0.26990599
1970-01-01 00:01:20,-0.21768086
1970-01-01 00:01:21,-0.17851201
1970-01-01 00:01:22,-0.20462458
1970-01-01 00:01:23,-0.12628689
1970-01-01 00:01:24,-0.12628689
1970-01-01 00:01:25,-0.15239945
1970-01-01 00:01:26,-0.21768086
1970-01-01 00:01:27,-0.21768086
1970-01-01 00:01:28,-0.21768086
1970-01-01 00:01:29,-0.21768086
1970-01-01 00:01:30,-0.087118041
1970-01-01 00:01:31,-0.0087803496
1970-01-01 00:01:32,0.14789503
1970-01-01 00:01:33,0.43513324
1970-01-01 00:01:34,0.83987798
1970-01-01 00:01:35,1.2837916
1970-01-01 00:01:36,1.7538177
1970-01-01 00:01:37,2.1585625
1970-01-01 00:01:38,2.4719132
1970-01-01 00:01:39,2.6285886
1970-01-01 00:01:40,2.69387
1970-01-01 00:01:41,2.6416449
1970-01-01 00:01:42,2.5633072
1970-01-01 00:01:43,2.3152378
1970-01-01 00:01:44,2.2369001
1970-01-01 00:01:45,2.1716187
1970-01-01 00:01:46,2.1977313
1970-01-01 00:01:47,2.2891253
1970-01-01 00:01:48,2.3282941
1970-01-01 00:01:49,2.2499564
1970-01-01 00:01:50,2.0802248
1970-01-01 00:01:51,1.8843805
1970-01-01 00:01:52,1.8321554
1970-01-01 00:01:53,2.1063373
1970-01-01 00:01:54,2.4066318
1970-01-01 00:01:55,2.5633072
1970-01-01 00:01:56,2.3544067
1970-01-01 00:01:57,1.7799303
1970-01-01 00:01:58,0.94432823
1970-01-01 00:01:59,0.27845785
1970-01-01 00:02:00,-0.087118041
1970-01-01 00:02:01,-0.087118041
1970-01-01 00:02:02,-0.12628689
1970-01-01 00:02:03,-0.1915683
1970-01-01 00:02:04,-0.3351874
1970-01-01 00:02:05,-0.42658137
1970-01-01 00:02:06,-0.45269394
1970-01-01 00:02:07,-0.42658137
1970-01-01 00:02:08,-0.42658137
1970-01-01 00:02:09,-0.45269394
1970-01-01 00:02:10,-0.45269394
1970-01-01 00:02:11,-0.42658137
1970-01-01 00:02:12,-0.49186278
1970-01-01 00:02:13,-0.51797534
1970-01-01 00:02:14,-0.43963765
1970-01-01 00:02:15,-0.4788065
1970-01-01 00:02:16,-0.45269394
1970-01-01 00:02:17,-0.41352509
1970-01-01 00:02:18,-0.34824368
1970-01-01 00:02:19,-0.40046881
1970-01-01 00:02:20,-0.43963765
1970-01-01 00:02:21,-0.53103163
1970-01-01 00:02:22,-0.63548188
1970-01-01 00:02:23,-0.58325675
1970-01-01 00:02:24,-0.42658137
1970-01-01 00:02:25,-0.37435624
1970-01-01 00:02:26,-0.49186278
1970-01-01 00:02:27,-0.51797534
1970-01-01 00:02:28,-0.53103163
1970-01-01 00:02:29,-0.51797534
1970-01-01 00:02:30,-0.42658137
1970-01-01 00:02:31,-0.40046881
1970-01-01 00:02:32,-0.4788065
1970-01-01 00:02:33,-0.57020047
1970-01-01 00:02:34,-0.59631304
1970-01-01 00:02:35,-0.57020047
1970-01-01 00:02:36,-0.54408791
1970-01-01 00:02:37,-0.54408791
1970-01-01 00:02:38,-0.59631304
1970-01-01 00:02:39,-0.59631304
1970-01-01 00:02:40,-0.59631304
1970-01-01 00:02:41,-0.64853816
1970-01-01 00:02:42,-0.66159445
1970-01-01 00:02:43,-0.64853816
1970-01-01 00:02:44,-0.72687586
1970-01-01 00:02:45,-0.68770701
1970-01-01 00:02:46,-0.72687586
1970-01-01 00:02:47,-0.70076329
1970-01-01 00:02:48,-0.70076329
1970-01-01 00:02:49,-0.75298842
1970-01-01 00:02:50,-0.73993214
1970-01-01 00:02:51,-0.75298842
1970-01-01 00:02:52,-0.71381957
1970-01-01 00:02:53,-0.80521355
1970-01-01 00:02:54,-0.89660752
1970-01-01 00:02:55,-0.93577637
1970-01-01 00:02:56,-0.83132611
1970-01-01 00:02:57,-0.75298842
1970-01-01 00:02:58,-0.68770701
1970-01-01 00:02:59,-0.70076329
1970-01-01 00:03:00,-0.85743867
1970-01-01 00:03:01,-1.0141141
1970-01-01 00:03:02,-1.0271703
1970-01-01 00:03:03,-0.96188893
1970-01-01 00:03:04,-0.89660752
1970-01-01 00:03:05,-0.83132611
1970-01-01 00:03:06,-0.79215727
1970-01-01 00:03:07,-0.88355124
1970-01-01 00:03:08,-0.87049496
1970-01-01 00:03:09,-0.83132611
1970-01-01 00:03:10,-0.79215727
1970-01-01 00:03:11,-0.79215727
1970-01-01 00:03:12,-0.72687586
1970-01-01 00:03:13,-0.64853816
1970-01-01 00:03:14,-0.57020047
1970-01-01 00:03:15,-0.50491906
1970-01-01 00:03:16,-0.41352509
1970-01-01 00:03:17,-0.40046881
1970-01-01 00:03:18,-0.40046881
1970-01-01 00:03:19,-0.37435624
1970-01-01 00:03:20,-0.29601855
1970-01-01 00:03:21,-0.21768086
1970-01-01 00:03:22,-0.21768086
1970-01-01 00:03:23,-0.15239945
1970-01-01 00:03:24,-0.15239945
1970-01-01 00:03:25,-0.0087803496
1970-01-01 00:03:26,0.069557342
1970-01-01 00:03:27,0.082613624
1970-01-01 00:03:28,0.12178247
1970-01-01 00:03:29,-0.0087803496
1970-01-01 00:03:30,-0.087118041
1970-01-01 00:03:31,0.0042759323
1970-01-01 00:03:32,0.043444778
1970-01-01 00:03:33,0.0042759323
1970-01-01 00:03:34,-0.034892913
1970-01-01 00:03:35,0.0042759323
1970-01-01 00:03:36,0.043444778
1970-01-01 00:03:37,-0.0087803496
1970-01-01 00:03:38,-0.13934317
1970-01-01 00:03:39,-0.21768086
1970-01-01 00:03:40,-0.11323061
1970-01-01 00:03:41,-0.12628689
1970-01-01 00:03:42,-0.074061759
1970-01-01 00:03:43,-0.074061759
1970-01-01 00:03:44,-0.10017432
1970-01-01 00:03:45,-0.10017432
1970-01-01 00:03:46,-0.11323061
1970-01-01 00:03:47,-0.074061759
1970-01-01 00:03:48,-0.087118041
1970-01-01 00:03:49,-0.034892913
1970-01-01 00:03:50,-0.021836632
1970-01-01 00:03:51,0.017332214
1970-01-01 00:03:52,-0.061005477
1970-01-01 00:03:53,-0.061005477
1970-01-01 00:03:54,-0.087118041
1970-01-01 00:03:55,-0.11323061
1970-01-01 00:03:56,-0.13934317
1970-01-01 00:03:57,-0.1915683
1970-01-01 00:03:58,-0.21768086
1970-01-01 00:03:59,-0.15239945
1970-01-01 00:04:00,-0.12628689
1970-01-01 00:04:01,-0.087118041
1970-01-01 00:04:02,-0.074061759
1970-01-01 00:04:03,-0.021836632
1970-01-01 00:04:04,0.030388496
1970-01-01 00:04:05,0.05650106
1970-01-01 00:04:06,0.05650106
1970-01-01 00:04:07,-0.047949195
1970-01-01 00:04:08,-0.10017432
1970-01-01 00:04:09,-0.17851201
1970-01-01 00:04:10,-0.20462458
1970-01-01 00:04:11,-0.1915683
1970-01-01 00:04:12,-0.13934317
1970-01-01 00:04:13,-0.087118041
1970-01-01 00:04:14,-0.10017432
1970-01-01 00:04:15,-0.061005477
1970-01-01 00:04:16,-0.047949195
1970-01-01 00:04:17,0.017332214
1970-01-01 00:04:18,-0.0087803496
1970-01-01 00:04:19,0.0042759323
1970-01-01 00:04:20,-0.047949195
1970-01-01 00:04:21,-0.074061759
1970-01-01 00:04:22,-0.074061759
1970-01-01 00:04:23,-0.074061759
1970-01-01 00:04:24,-0.074061759
1970-01-01 00:04:25,-0.047949195
1970-01-01 00:04:26,-0.061005477
1970-01-01 00:04:27,-0.0087803496
1970-01-01 00:04:28,-0.0087803496
1970-01-01 00:04:29,0.069557342
1970-01-01 00:04:30,0.095669906
1970-01-01 00:04:31,0.13483875
1970-01-01 00:04:32,0.21317644
1970-01-01 00:04:33,0.30457042
1970-01-01 00:04:34,0.36985183
1970-01-01 00:04:35,0.35679554
1970-01-01 00:04:36,0.27845785
1970-01-01 00:04:37,0.27845785
1970-01-01 00:04:38,0.3176267
1970-01-01 00:04:39,0.39596439
1970-01-01 00:04:40,0.47430208
1970-01-01 00:04:41,0.47430208
1970-01-01 00:04:42,0.53958349
1970-01-01 00:04:43,0.55263977
1970-01-01 00:04:44,0.4612458
1970-01-01 00:04:45,0.51347093
1970-01-01 00:04:46,0.48735836
1970-01-01 00:04:47,0.39596439
1970-01-01 00:04:48,0.14789503
1970-01-01 00:04:49,0.069557342
1970-01-01 00:04:50,-0.0087803496
1970-01-01 00:04:51,0.017332214
