t,ECG 2
1970-01-01 00:00:00,1.0
1970-01-01 00:00:01,0.6454699
1970-01-01 00:00:02,0.59547777
1970-01-01 00:00:03,0.58833603
1970-01-01 00:00:04,0.57405256
1970-01-01 00:00:05,0.53834389
1970-01-01 00:00:06,0.52406043
1970-01-01 00:00:07,0.48121002
1970-01-01 00:00:08,0.51691869
1970-01-01 00:00:09,0.47406829
1970-01-01 00:00:10,0.47406829
1970-01-01 00:00:11,0.48121002
1970-01-01 00:00:12,0.45978482
1970-01-01 00:00:13,0.47406829
1970-01-01 00:00:14,0.45264309
1970-01-01 00:00:15,0.46692656
1970-01-01 00:00:16,0.45978482
1970-01-01 00:00:17,0.47406829
1970-01-01 00:00:18,0.49549349
1970-01-01 00:00:19,0.49549349
1970-01-01 00:00:20,0.47406829
1970-01-01 00:00:21,0.48835176
1970-01-01 00:00:22,0.48121002
1970-01-01 00:00:23,0.50263523
1970-01-01 00:00:24,0.50263523
1970-01-01 00:00:25,0.48121002
1970-01-01 00:00:26,0.48121002
1970-01-01 00:00:27,0.48121002
1970-01-01 00:00:28,0.46692656
1970-01-01 00:00:29,0.47406829
1970-01-01 00:00:30,0.48121002
1970-01-01 00:00:31,0.47406829
1970-01-01 00:00:32,0.45978482
1970-01-01 00:00:33,0.48121002
1970-01-01 00:00:34,0.48121002
1970-01-01 00:00:35,0.46692656
1970-01-01 00:00:36,0.45978482
1970-01-01 00:00:37,0.49549349
1970-01-01 00:00:38,0.47406829
1970-01-01 00:00:39,0.47406829
1970-01-01 00:00:40,0.48121002
1970-01-01 00:00:41,0.46692656
1970-01-01 00:00:42,0.43835962
1970-01-01 00:00:43,0.44550136
1970-01-01 00:00:44,0.43835962
1970-01-01 00:00:45,0.41693442
1970-01-01 00:00:46,0.39550922
1970-01-01 00:00:47,0.40265095
1970-01-01 00:00:48,0.39550922
1970-01-01 00:00:49,0.38122575
1970-01-01 00:00:50,0.40979269
1970-01-01 00:00:51,0.38122575
1970-01-01 00:00:52,0.40265095
1970-01-01 00:00:53,0.38122575
